type,query,func_name,plantime,estcost,exectime,cost ratio,time ratio,
" derived from q75, udf in predicates, no improv using result cache","EXPLAIN ANALYZE  WITH all_sales AS (SELECT d_year, i_brand_id, i_class_id, i_category_id, i_manufact_id, Sum(sales_cnt) AS sales_cnt, Sum(sales_amt) AS sales_amt FROM   (SELECT d_year, i_brand_id, i_class_id, i_category_id, i_manufact_id, cs_quantity - COALESCE(cr_return_quantity, 0)        AS sales_cnt, cs_ext_sales_price - COALESCE(cr_return_amount, 0.0) AS sales_amt FROM   catalog_sales JOIN item ON i_item_sk = cs_item_sk JOIN date_dim ON d_date_sk = cs_sold_date_sk LEFT JOIN catalog_returns ON ( cs_order_number = cr_order_number AND cs_item_sk = cr_item_sk ) WHERE  i_category = 'Men' and sudf_max_cache(cs_sales_price, i_current_price, cr_refunded_cash) > i_current_price UNION SELECT d_year, i_brand_id, i_class_id, i_category_id, i_manufact_id, ss_quantity - COALESCE(sr_return_quantity, 0)     AS sales_cnt, ss_ext_sales_price - COALESCE(sr_return_amt, 0.0) AS sales_amt FROM   store_sales JOIN item ON i_item_sk = ss_item_sk JOIN date_dim ON d_date_sk = ss_sold_date_sk LEFT JOIN store_returns ON ( ss_ticket_number = sr_ticket_number AND ss_item_sk = sr_item_sk ) WHERE  i_category = 'Men' and sudf_max_cache(ss_sales_price, i_current_price, sr_refunded_cash) > i_current_price UNION SELECT d_year, i_brand_id, i_class_id, i_category_id, i_manufact_id, ws_quantity - COALESCE(wr_return_quantity, 0)     AS sales_cnt, ws_ext_sales_price - COALESCE(wr_return_amt, 0.0) AS sales_amt FROM   web_sales JOIN item ON i_item_sk = ws_item_sk JOIN date_dim ON d_date_sk = ws_sold_date_sk LEFT JOIN web_returns ON ( ws_order_number = wr_order_number AND ws_item_sk = wr_item_sk ) WHERE  i_category = 'Men' and sudf_max_cache(ws_sales_price, i_current_price, wr_return_amt_inc_tax) > i_current_price) sales_detail GROUP  BY d_year, i_brand_id, i_class_id, i_category_id, i_manufact_id) SELECT prev_yr.d_year                        AS prev_year, curr_yr.d_year                        AS year1, curr_yr.i_brand_id, curr_yr.i_class_id, curr_yr.i_category_id, curr_yr.i_manufact_id, prev_yr.sales_cnt                     AS prev_yr_cnt, curr_yr.sales_cnt                     AS curr_yr_cnt, curr_yr.sales_cnt - prev_yr.sales_cnt AS sales_cnt_diff, curr_yr.sales_amt - prev_yr.sales_amt AS sales_amt_diff FROM   all_sales curr_yr, all_sales prev_yr WHERE  curr_yr.i_brand_id = prev_yr.i_brand_id AND curr_yr.i_class_id = prev_yr.i_class_id AND curr_yr.i_category_id = prev_yr.i_category_id AND curr_yr.i_manufact_id = prev_yr.i_manufact_id AND curr_yr.d_year = 2002 AND prev_yr.d_year = 2002 - 1 AND Cast(curr_yr.sales_cnt AS DECIMAL(17, 2)) / Cast(prev_yr.sales_cnt AS DECIMAL(17, 2)) < 0.9 ORDER  BY sales_cnt_diff LIMIT 100",sudf_max_cache,5.498,261466.63,9384.568667,1,0.948873694,0
" derived from sqlprocbench, udf in projection, small improvement using result cache","EXPLAIN ANALYZE select c_customer_sk, sudf_13_maxPurchaseChannel(c_customer_sk, 2000, 2020) as channel from customer limit 10",sudf_13_maxPurchaseChannel,0.364,2.88,11102.279,1,1,0
" derived from sqlprocbench, udf in projection, small improvement using result cache","EXPLAIN ANALYZE  select c_customer_sk, sudf_13_maxPurchaseChannel_cache(c_customer_sk, 2000, 2020) as channel from customer limit 10",sudf_13_maxPurchaseChannel_cache,0.595,2.88,11141.29733,1,0.996497864,0
" derived from q45, udf in projections, no difference using result cache","EXPLAIN ANALYZE SELECT ca_zip, ca_state, Sum(ws_sales_price), sudf_13_maxPurchaseChannel(c_customer_sk, 2000,2020) FROM   web_sales, customer, customer_address, date_dim, item WHERE  ws_bill_customer_sk = c_customer_sk AND c_current_addr_sk = ca_address_sk AND ws_item_sk = i_item_sk AND ( Substr(ca_zip, 1, 5) IN ( '85669', '86197', '88274', '83405', '86475', '85392', '85460', '80348', '81792' ) OR i_item_id IN (SELECT i_item_id FROM   item WHERE  i_item_sk IN ( 2, 3, 5, 7, 11, 13, 17, 19, 23, 29 )) ) AND ws_sold_date_sk = d_date_sk AND d_qoy = 1 AND d_year = 2000 GROUP  BY ca_zip, ca_state, c_customer_sk ORDER  BY ca_zip, ca_state LIMIT 10",sudf_13_maxPurchaseChannel,3.272,34405.69,11553.424,1,1,0
" derived from q45, udf in projections, no difference using result cache","EXPLAIN ANALYZE  SELECT ca_zip, ca_state, Sum(ws_sales_price), sudf_13_maxPurchaseChannel_cache(c_customer_sk, 2000,2020) FROM   web_sales, customer, customer_address, date_dim, item WHERE  ws_bill_customer_sk = c_customer_sk AND c_current_addr_sk = ca_address_sk AND ws_item_sk = i_item_sk AND ( Substr(ca_zip, 1, 5) IN ( '85669', '86197', '88274', '83405', '86475', '85392', '85460', '80348', '81792' ) OR i_item_id IN (SELECT i_item_id FROM   item WHERE  i_item_sk IN ( 2, 3, 5, 7, 11, 13, 17, 19, 23, 29 )) ) AND ws_sold_date_sk = d_date_sk AND d_qoy = 1 AND d_year = 2000 GROUP  BY ca_zip, ca_state, c_customer_sk ORDER  BY ca_zip, ca_state LIMIT 10",sudf_13_maxPurchaseChannel_cache,3.375,34405.69,12010.01067,1,0.961982826,0
" derived from q13, udf in projection, small difference using result cache","EXPLAIN ANALYZE SELECT Avg(ss_quantity), Avg(ss_ext_sales_price), Avg(ss_ext_wholesale_cost), Sum(ss_ext_wholesale_cost), sudf_13_maxPurchaseChannel(store_sales.ss_customer_sk, 2000,2020) mp FROM   store_sales, store, customer_demographics, household_demographics, customer_address, date_dim WHERE  s_store_sk = ss_store_sk AND ss_sold_date_sk = d_date_sk AND d_year = 2001 AND ( ( ss_hdemo_sk = hd_demo_sk AND cd_demo_sk = ss_cdemo_sk AND cd_marital_status = 'U' AND cd_education_status = 'Advanced Degree' AND ss_sales_price BETWEEN 100.00 AND 150.00 AND hd_dep_count = 3 ) OR ( ss_hdemo_sk = hd_demo_sk AND cd_demo_sk = ss_cdemo_sk AND cd_marital_status = 'M' AND cd_education_status = 'Primary' AND ss_sales_price BETWEEN 50.00 AND 100.00 AND hd_dep_count = 1 ) OR ( ss_hdemo_sk = hd_demo_sk AND cd_demo_sk = ss_cdemo_sk AND cd_marital_status = 'D' AND cd_education_status = 'Secondary' AND ss_sales_price BETWEEN 150.00 AND 200.00 AND hd_dep_count = 1 ) ) AND ( ( ss_addr_sk = ca_address_sk AND ca_country = 'United States' AND ca_state IN ( 'AZ', 'NE', 'IA' ) AND ss_net_profit BETWEEN 100 AND 200 ) OR ( ss_addr_sk = ca_address_sk AND ca_country = 'United States' AND ca_state IN ( 'MS', 'CA', 'NV' ) AND ss_net_profit BETWEEN 150 AND 300 ) OR ( ss_addr_sk = ca_address_sk AND ca_country = 'United States' AND ca_state IN ( 'GA', 'TX', 'NJ' ) AND ss_net_profit BETWEEN 50 AND 250 ) ) GROUP BY mp",sudf_13_maxPurchaseChannel,3.929,170930.82,12737.13467,1,1,0
" derived from q13, udf in projection, small difference using result cache","EXPLAIN ANALYZE  SELECT Avg(ss_quantity), Avg(ss_ext_sales_price), Avg(ss_ext_wholesale_cost), Sum(ss_ext_wholesale_cost), sudf_13_maxPurchaseChannel_cache(store_sales.ss_customer_sk, 2000,2020) mp FROM   store_sales, store, customer_demographics, household_demographics, customer_address, date_dim WHERE  s_store_sk = ss_store_sk AND ss_sold_date_sk = d_date_sk AND d_year = 2001 AND ( ( ss_hdemo_sk = hd_demo_sk AND cd_demo_sk = ss_cdemo_sk AND cd_marital_status = 'U' AND cd_education_status = 'Advanced Degree' AND ss_sales_price BETWEEN 100.00 AND 150.00 AND hd_dep_count = 3 ) OR ( ss_hdemo_sk = hd_demo_sk AND cd_demo_sk = ss_cdemo_sk AND cd_marital_status = 'M' AND cd_education_status = 'Primary' AND ss_sales_price BETWEEN 50.00 AND 100.00 AND hd_dep_count = 1 ) OR ( ss_hdemo_sk = hd_demo_sk AND cd_demo_sk = ss_cdemo_sk AND cd_marital_status = 'D' AND cd_education_status = 'Secondary' AND ss_sales_price BETWEEN 150.00 AND 200.00 AND hd_dep_count = 1 ) ) AND ( ( ss_addr_sk = ca_address_sk AND ca_country = 'United States' AND ca_state IN ( 'AZ', 'NE', 'IA' ) AND ss_net_profit BETWEEN 100 AND 200 ) OR ( ss_addr_sk = ca_address_sk AND ca_country = 'United States' AND ca_state IN ( 'MS', 'CA', 'NV' ) AND ss_net_profit BETWEEN 150 AND 300 ) OR ( ss_addr_sk = ca_address_sk AND ca_country = 'United States' AND ca_state IN ( 'GA', 'TX', 'NJ' ) AND ss_net_profit BETWEEN 50 AND 250 ) ) GROUP BY mp",sudf_13_maxPurchaseChannel_cache,4.062,170930.82,11157.05467,1,1.141621606,1
" derived from q67, udf in projection, no improv using cache","EXPLAIN ANALYZE select from (select i_category ,i_class ,i_brand ,i_product_name ,d_year ,d_qoy ,d_moy ,s_store_id, i_des ,sumsales ,rank() over (partition by i_category order by sumsales desc) rk from (select i_category ,i_class ,i_brand ,i_product_name ,d_year ,d_qoy ,d_moy ,s_store_id, sudf_string_manipulation(i_item_desc, ',',',') i_des, sum(coalesce(ss_sales_price*ss_quantity,0)) sumsales from store_sales ,date_dim ,store ,item where  ss_sold_date_sk=d_date_sk and ss_item_sk=i_item_sk and ss_store_sk = s_store_sk and d_month_seq between 1181 and 1181+11 group by  rollup(i_category, i_class, i_brand, i_product_name, d_year, d_qoy, d_moy,s_store_id, i_des))dw1) dw2 where rk <= 100 order by i_category ,i_class ,i_brand ,i_product_name ,d_year ,d_qoy ,d_moy ,s_store_id ,sumsales ,rk limit 100",sudf_string_manipulation,2.057,104712.58,27515.81633,1,1,0
" derived from q67, udf in projection, no improv using cache","EXPLAIN ANALYZE  select from (select i_category ,i_class ,i_brand ,i_product_name ,d_year ,d_qoy ,d_moy ,s_store_id, i_des ,sumsales ,rank() over (partition by i_category order by sumsales desc) rk from (select i_category ,i_class ,i_brand ,i_product_name ,d_year ,d_qoy ,d_moy ,s_store_id, sudf_string_manipulation_cache(i_item_desc, ',',',') i_des, sum(coalesce(ss_sales_price*ss_quantity,0)) sumsales from store_sales ,date_dim ,store ,item where  ss_sold_date_sk=d_date_sk and ss_item_sk=i_item_sk and ss_store_sk = s_store_sk and d_month_seq between 1181 and 1181+11 group by  rollup(i_category, i_class, i_brand, i_product_name, d_year, d_qoy, d_moy,s_store_id, i_des))dw1) dw2 where rk <= 100 order by i_category ,i_class ,i_brand ,i_product_name ,d_year ,d_qoy ,d_moy ,s_store_id ,sumsales ,rk limit 100",sudf_string_manipulation_cache,2.788,104712.58,27294.96433,1,1.008091309,1
" derived from q65, udf in projection, no improv using cache","EXPLAIN ANALYZE SELECT s_store_name, sudf_string_manipulation(i_item_desc, ',',',') i_des,               sc.revenue, i_current_price, i_wholesale_cost, i_brand FROM   store, item, (SELECT ss_store_sk, Avg(revenue) AS ave FROM   (SELECT ss_store_sk, ss_item_sk, Sum(ss_sales_price) AS revenue FROM   store_sales, date_dim WHERE  ss_sold_date_sk = d_date_sk AND d_month_seq BETWEEN 1199 AND 1199 + 11 GROUP  BY ss_store_sk, ss_item_sk) sa GROUP  BY ss_store_sk) sb, (SELECT ss_store_sk, ss_item_sk, Sum(ss_sales_price) AS revenue FROM   store_sales, date_dim WHERE  ss_sold_date_sk = d_date_sk AND d_month_seq BETWEEN 1199 AND 1199 + 11 GROUP  BY ss_store_sk, ss_item_sk) sc WHERE  sb.ss_store_sk = sc.ss_store_sk AND sc.revenue <= 0.1 * sb.ave AND s_store_sk = sc.ss_store_sk AND i_item_sk = sc.ss_item_sk ORDER  BY s_store_name, i_item_desc LIMIT 100",sudf_string_manipulation,2.221,189289.86,4111.501,1,1,0
" derived from q65, udf in projection, no improv using cache","EXPLAIN ANALYZE  SELECT s_store_name, sudf_string_manipulation_cache(i_item_desc, ',',',') i_des,               sc.revenue, i_current_price, i_wholesale_cost, i_brand FROM   store, item, (SELECT ss_store_sk, Avg(revenue) AS ave FROM   (SELECT ss_store_sk, ss_item_sk, Sum(ss_sales_price) AS revenue FROM   store_sales, date_dim WHERE  ss_sold_date_sk = d_date_sk AND d_month_seq BETWEEN 1199 AND 1199 + 11 GROUP  BY ss_store_sk, ss_item_sk) sa GROUP  BY ss_store_sk) sb, (SELECT ss_store_sk, ss_item_sk, Sum(ss_sales_price) AS revenue FROM   store_sales, date_dim WHERE  ss_sold_date_sk = d_date_sk AND d_month_seq BETWEEN 1199 AND 1199 + 11 GROUP  BY ss_store_sk, ss_item_sk) sc WHERE  sb.ss_store_sk = sc.ss_store_sk AND sc.revenue <= 0.1 * sb.ave AND s_store_sk = sc.ss_store_sk AND i_item_sk = sc.ss_item_sk ORDER  BY s_store_name, i_item_desc LIMIT 100",sudf_string_manipulation_cache,3.287,189289.86,3949.028,1,1.041142529,1
" derived from q67, udf in projection and predicate, no improv using cache","EXPLAIN ANALYZE select from (select i_category ,i_class ,i_brand ,i_product_name ,d_year ,d_qoy ,d_moy ,s_store_id, i_des ,sumsales ,rank() over (partition by i_category order by sumsales desc) rk from (select i_category ,i_class ,i_brand ,i_product_name ,d_year ,d_qoy ,d_moy ,s_store_id, sudf_string_manipulation(i_item_desc, ',',',') i_des, sum(coalesce(ss_sales_price*ss_quantity,0)) sumsales from store_sales ,date_dim ,store ,item where  ss_sold_date_sk=d_date_sk and ss_item_sk=i_item_sk and ss_store_sk = s_store_sk and d_month_seq between 1181 and 1181+11 and sudf_string_manipulation(i_item_desc, ',',',') is not null and sudf_string_manipulation(i_item_desc, ',',',') != '' group by  rollup(i_category, i_class, i_brand, i_product_name, d_year, d_qoy, d_moy,s_store_id, i_des))dw1) dw2 where rk <= 100 order by i_category ,i_class ,i_brand ,i_product_name ,d_year ,d_qoy ,d_moy ,s_store_id ,sumsales ,rk limit 100",sudf_string_manipulation,2.675,111466.01,48346.07367,1,1,0
" derived from q67, udf in projection and predicate, no improv using cache","EXPLAIN ANALYZE  select from (select i_category ,i_class ,i_brand ,i_product_name ,d_year ,d_qoy ,d_moy ,s_store_id, i_des ,sumsales ,rank() over (partition by i_category order by sumsales desc) rk from (select i_category ,i_class ,i_brand ,i_product_name ,d_year ,d_qoy ,d_moy ,s_store_id, sudf_string_manipulation_cache(i_item_desc, ',',',') i_des, sum(coalesce(ss_sales_price*ss_quantity,0)) sumsales from store_sales ,date_dim ,store ,item where  ss_sold_date_sk=d_date_sk and ss_item_sk=i_item_sk and ss_store_sk = s_store_sk and d_month_seq between 1181 and 1181+11 and sudf_string_manipulation_cache(i_item_desc, ',',',') is not null and sudf_string_manipulation_cache(i_item_desc, ',',',') != '' group by  rollup(i_category, i_class, i_brand, i_product_name, d_year, d_qoy, d_moy,s_store_id, i_des))dw1) dw2 where rk <= 100 order by i_category ,i_class ,i_brand ,i_product_name ,d_year ,d_qoy ,d_moy ,s_store_id ,sumsales ,rk limit 100",sudf_string_manipulation_cache,3.007,111466.01,45810.19167,1,1.055356284,1
" derived from q65, udf in projection and predicate, no improv using cache","EXPLAIN ANALYZE SELECT s_store_name, sudf_string_manipulation(i_item_desc, ',',',') i_des,               sc.revenue, i_current_price, i_wholesale_cost, i_brand FROM   store, item, (SELECT ss_store_sk, Avg(revenue) AS ave FROM   (SELECT ss_store_sk, ss_item_sk, Sum(ss_sales_price) AS revenue FROM   store_sales, date_dim WHERE  ss_sold_date_sk = d_date_sk AND d_month_seq BETWEEN 1199 AND 1199 + 11 GROUP  BY ss_store_sk, ss_item_sk) sa GROUP  BY ss_store_sk) sb, (SELECT ss_store_sk, ss_item_sk, Sum(ss_sales_price) AS revenue FROM   store_sales, date_dim WHERE  ss_sold_date_sk = d_date_sk AND d_month_seq BETWEEN 1199 AND 1199 + 11 GROUP  BY ss_store_sk, ss_item_sk) sc WHERE  sb.ss_store_sk = sc.ss_store_sk AND sc.revenue <= 0.1 * sb.ave AND s_store_sk = sc.ss_store_sk AND i_item_sk = sc.ss_item_sk and sudf_string_manipulation(i_item_desc, ',',',') is not null AND sudf_string_manipulation(i_item_desc, ',',',') != '' ORDER  BY s_store_name, i_item_desc LIMIT 100",sudf_string_manipulation,3.246,189646.37,4458.84,1,1,0
" derived from q65, udf in projection and predicate, no improv using cache","EXPLAIN ANALYZE  SELECT s_store_name, sudf_string_manipulation_cache(i_item_desc, ',',',') i_des,               sc.revenue, i_current_price, i_wholesale_cost, i_brand FROM   store, item, (SELECT ss_store_sk, Avg(revenue) AS ave FROM   (SELECT ss_store_sk, ss_item_sk, Sum(ss_sales_price) AS revenue FROM   store_sales, date_dim WHERE  ss_sold_date_sk = d_date_sk AND d_month_seq BETWEEN 1199 AND 1199 + 11 GROUP  BY ss_store_sk, ss_item_sk) sa GROUP  BY ss_store_sk) sb, (SELECT ss_store_sk, ss_item_sk, Sum(ss_sales_price) AS revenue FROM   store_sales, date_dim WHERE  ss_sold_date_sk = d_date_sk AND d_month_seq BETWEEN 1199 AND 1199 + 11 GROUP  BY ss_store_sk, ss_item_sk) sc WHERE  sb.ss_store_sk = sc.ss_store_sk AND sc.revenue <= 0.1 * sb.ave AND s_store_sk = sc.ss_store_sk AND i_item_sk = sc.ss_item_sk and sudf_string_manipulation_cache(i_item_desc, ',',',') is not null AND sudf_string_manipulation_cache(i_item_desc, ',',',') != '' ORDER  BY s_store_name, i_item_desc LIMIT 100",sudf_string_manipulation_cache,3.259,189646.37,4517.720333,1,0.986966804,0
" derived from q92, udf in predicate, no improv using cache","EXPLAIN ANALYZE SELECT Sum(ws_ext_discount_amt) FROM     web_sales , item , date_dim WHERE    i_manufact_id = 718 AND sudf_string_manipulation(i_item_desc, ',',',') is not null and sudf_string_manipulation(i_item_desc, ',',',') != '' AND      i_item_sk = ws_item_sk AND      d_date BETWEEN '2002-03-29' AND      ( Cast('2002-03-29' AS DATE) +  INTERVAL '90' day) AND      d_date_sk = ws_sold_date_sk AND      ws_ext_discount_amt > ( SELECT 1.3 * avg(ws_ext_discount_amt) FROM   web_sales , date_dim WHERE  ws_item_sk = i_item_sk AND    d_date BETWEEN '2002-03-29' AND    ( cast('2002-03-29' AS date) + INTERVAL '90' day) AND    d_date_sk = ws_sold_date_sk ) ORDER BY sum(ws_ext_discount_amt) LIMIT 100",sudf_string_manipulation,2.273,46426.93,972.5806667,1,1,0
" derived from q92, udf in predicate, no improv using cache","EXPLAIN ANALYZE  SELECT Sum(ws_ext_discount_amt) FROM     web_sales , item , date_dim WHERE    i_manufact_id = 718 AND sudf_string_manipulation_cache(i_item_desc, ',',',') is not null and sudf_string_manipulation_cache(i_item_desc, ',',',') != '' AND      i_item_sk = ws_item_sk AND      d_date BETWEEN '2002-03-29' AND      ( Cast('2002-03-29' AS DATE) +  INTERVAL '90' day) AND      d_date_sk = ws_sold_date_sk AND      ws_ext_discount_amt > ( SELECT 1.3 * avg(ws_ext_discount_amt) FROM   web_sales , date_dim WHERE  ws_item_sk = i_item_sk AND    d_date BETWEEN '2002-03-29' AND    ( cast('2002-03-29' AS date) + INTERVAL '90' day) AND    d_date_sk = ws_sold_date_sk ) ORDER BY sum(ws_ext_discount_amt) LIMIT 100",sudf_string_manipulation_cache,2.319,46426.93,992.097,1,0.9803282,0
" derived from sqlprocbench, udf in predicate, big difference using result cache","EXPLAIN ANALYZE select * from (select * from store limit 10) as t where sudf_7_profitableManager(t.s_manager, 2001)<=0",sudf_7_profitableManager,0.774,6.06,11329.69067,1,1,0
" derived from sqlprocbench, udf in predicate, big difference using result cache","EXPLAIN ANALYZE  select * from (select * from store limit 10) as t where sudf_7_profitableManager_cache(t.s_manager, 2001)<=0",sudf_7_profitableManager_cache,0.559,6.06,6980.508333,1,1.62304665,1
" derived from q34, udf in predicate, big difference using result cache","EXPLAIN ANALYZE SELECT c_last_name, c_first_name, c_salutation, c_preferred_cust_flag, ss_ticket_number, cnt FROM   (SELECT ss_ticket_number, ss_customer_sk, Count(*) cnt FROM   store_sales, date_dim, store, household_demographics WHERE  store_sales.ss_sold_date_sk = date_dim.d_date_sk AND store_sales.ss_store_sk = store.s_store_sk AND store_sales.ss_hdemo_sk = household_demographics.hd_demo_sk AND ( date_dim.d_dom BETWEEN 1 AND 3 OR date_dim.d_dom BETWEEN 25 AND 28 ) AND ( household_demographics.hd_buy_potential = '>10000' OR household_demographics.hd_buy_potential = 'unknown' ) AND household_demographics.hd_vehicle_count > 0 AND ( CASE WHEN household_demographics.hd_vehicle_count > 0 THEN household_demographics.hd_dep_count / household_demographics.hd_vehicle_count ELSE NULL END ) > 1.2 AND date_dim.d_year IN ( 1999, 1999 + 1, 1999 + 2 ) AND store.s_county IN ( 'Williamson County', 'Williamson County', 'Williamson County', 'Williamson County' , 'Williamson County', 'Williamson County', 'Williamson County', 'Williamson County' ) And sudf_7_profitableManager(store.s_manager, 2001)<=0 GROUP  BY ss_ticket_number, ss_customer_sk) dn, customer WHERE  ss_customer_sk = c_customer_sk AND cnt BETWEEN 15 AND 20 ORDER  BY c_last_name, c_first_name, c_salutation, c_preferred_cust_flag DESC",sudf_7_profitableManager,2.557,89514.61,14219.48833,1,1,0
" derived from q34, udf in predicate, big difference using result cache","EXPLAIN ANALYZE  SELECT c_last_name, c_first_name, c_salutation, c_preferred_cust_flag, ss_ticket_number, cnt FROM   (SELECT ss_ticket_number, ss_customer_sk, Count(*) cnt FROM   store_sales, date_dim, store, household_demographics WHERE  store_sales.ss_sold_date_sk = date_dim.d_date_sk AND store_sales.ss_store_sk = store.s_store_sk AND store_sales.ss_hdemo_sk = household_demographics.hd_demo_sk AND ( date_dim.d_dom BETWEEN 1 AND 3 OR date_dim.d_dom BETWEEN 25 AND 28 ) AND ( household_demographics.hd_buy_potential = '>10000' OR household_demographics.hd_buy_potential = 'unknown' ) AND household_demographics.hd_vehicle_count > 0 AND ( CASE WHEN household_demographics.hd_vehicle_count > 0 THEN household_demographics.hd_dep_count / household_demographics.hd_vehicle_count ELSE NULL END ) > 1.2 AND date_dim.d_year IN ( 1999, 1999 + 1, 1999 + 2 ) AND store.s_county IN ( 'Williamson County', 'Williamson County', 'Williamson County', 'Williamson County' , 'Williamson County', 'Williamson County', 'Williamson County', 'Williamson County' ) And sudf_7_profitableManager_cache(store.s_manager, 2001)<=0 GROUP  BY ss_ticket_number, ss_customer_sk) dn, customer WHERE  ss_customer_sk = c_customer_sk AND cnt BETWEEN 15 AND 20 ORDER  BY c_last_name, c_first_name, c_salutation, c_preferred_cust_flag DESC",sudf_7_profitableManager_cache,3.596,89514.61,8834.838667,1,1.609479117,1
" derived from q34, udf in predicate, big difference using result cache","EXPLAIN ANALYZE SELECT c_last_name, c_first_name, c_salutation, c_preferred_cust_flag, ss_ticket_number, cnt FROM   (SELECT ss_ticket_number, ss_customer_sk, Count(*) cnt FROM   store_sales, date_dim, store, household_demographics WHERE  store_sales.ss_sold_date_sk = date_dim.d_date_sk AND store_sales.ss_store_sk = store.s_store_sk AND store_sales.ss_hdemo_sk = household_demographics.hd_demo_sk AND ( date_dim.d_dom BETWEEN 1 AND 3 OR date_dim.d_dom BETWEEN 25 AND 28 ) AND ( household_demographics.hd_buy_potential = '>10000' OR household_demographics.hd_buy_potential = 'unknown' ) AND household_demographics.hd_vehicle_count > 0 AND ( CASE WHEN household_demographics.hd_vehicle_count > 0 THEN household_demographics.hd_dep_count / household_demographics.hd_vehicle_count ELSE NULL END ) > 1.2 AND date_dim.d_year IN ( 1999, 1999 + 1, 1999 + 2 ) AND store.s_county IN ( 'Williamson County', 'Williamson County', 'Williamson County', 'Williamson County' , 'Williamson County', 'Williamson County', 'Williamson County', 'Williamson County' ) And sudf_7_profitableManager(store.s_manager, date_dim.d_year)<=0 GROUP  BY ss_ticket_number, ss_customer_sk) dn, customer WHERE  ss_customer_sk = c_customer_sk AND cnt BETWEEN 15 AND 20 ORDER  BY c_last_name, c_first_name, c_salutation, c_preferred_cust_flag DESC",sudf_7_profitableManager,0,0,120000,1,1,0
" derived from q34, udf in predicate, big difference using result cache","EXPLAIN ANALYZE  SELECT c_last_name, c_first_name, c_salutation, c_preferred_cust_flag, ss_ticket_number, cnt FROM   (SELECT ss_ticket_number, ss_customer_sk, Count(*) cnt FROM   store_sales, date_dim, store, household_demographics WHERE  store_sales.ss_sold_date_sk = date_dim.d_date_sk AND store_sales.ss_store_sk = store.s_store_sk AND store_sales.ss_hdemo_sk = household_demographics.hd_demo_sk AND ( date_dim.d_dom BETWEEN 1 AND 3 OR date_dim.d_dom BETWEEN 25 AND 28 ) AND ( household_demographics.hd_buy_potential = '>10000' OR household_demographics.hd_buy_potential = 'unknown' ) AND household_demographics.hd_vehicle_count > 0 AND ( CASE WHEN household_demographics.hd_vehicle_count > 0 THEN household_demographics.hd_dep_count / household_demographics.hd_vehicle_count ELSE NULL END ) > 1.2 AND date_dim.d_year IN ( 1999, 1999 + 1, 1999 + 2 ) AND store.s_county IN ( 'Williamson County', 'Williamson County', 'Williamson County', 'Williamson County' , 'Williamson County', 'Williamson County', 'Williamson County', 'Williamson County' ) And sudf_7_profitableManager_cache(store.s_manager, date_dim.d_year)<=0 GROUP  BY ss_ticket_number, ss_customer_sk) dn, customer WHERE  ss_customer_sk = c_customer_sk AND cnt BETWEEN 15 AND 20 ORDER  BY c_last_name, c_first_name, c_salutation, c_preferred_cust_flag DESC",sudf_7_profitableManager_cache,3.151,91631.18,21906.59833,0,5.477801627,1
" derived from sqlprocbench, udf in projection, no difference","EXPLAIN ANALYZE select t.depCount, sudf_5_morEveRatio(t.depCount) from (select distinct cd_dep_count as depCount from customer_demographics)t",sudf_5_morEveRatio,0.534,45839.89,5860.824667,1,1,0
" derived from sqlprocbench, udf in projection, no difference","EXPLAIN ANALYZE  select t.depCount, sudf_5_morEveRatio_cache(t.depCount) from (select distinct cd_dep_count as depCount from customer_demographics)t",sudf_5_morEveRatio_cache,0.573,45839.89,5991.607,1,0.978172411,0
" derived from q35, udf in projection, big difference using result cache","EXPLAIN ANALYZE SELECT ca_state, cd_gender, cd_marital_status, cd_dep_count, Count(*) cnt1, Stddev_samp(cd_dep_count), Avg(cd_dep_count), Max(cd_dep_count), sudf_5_morEveRatio(cd_dep_count) cd_dep_employed_count, Count(*) cnt2, Stddev_samp(cd_dep_employed_count), Avg(cd_dep_employed_count), Max(cd_dep_employed_count), cd_dep_college_count, Count(*) cnt3, Stddev_samp(cd_dep_college_count), Avg(cd_dep_college_count), Max(cd_dep_college_count) FROM   customer c, customer_address ca, customer_demographics WHERE  c.c_current_addr_sk = ca.ca_address_sk AND cd_demo_sk = c.c_current_cdemo_sk AND EXISTS (SELECT * FROM   store_sales, date_dim WHERE  c.c_customer_sk = ss_customer_sk AND ss_sold_date_sk = d_date_sk AND d_year = 2001 AND d_qoy < 4) AND ( EXISTS (SELECT * FROM   web_sales, date_dim WHERE  c.c_customer_sk = ws_bill_customer_sk AND ws_sold_date_sk = d_date_sk AND d_year = 2001 AND d_qoy < 4) OR EXISTS (SELECT * FROM   catalog_sales, date_dim WHERE  c.c_customer_sk = cs_ship_customer_sk AND cs_sold_date_sk = d_date_sk AND d_year = 2001 AND d_qoy < 4) ) GROUP  BY ca_state, cd_gender, cd_marital_status, cd_dep_count, cd_dep_employed_count, cd_dep_college_count ORDER  BY ca_state, cd_gender, cd_marital_status, cd_dep_count, cd_dep_employed_count, cd_dep_college_count LIMIT 100",sudf_5_morEveRatio,3.433,792172393,61307.73533,1,1,0
